,Date,Train Predictions,Actuals,Predictions
302,2023-08-20,0.75832367,0.6572957261065577,
303,2023-08-21,0.7304518,0.6631476009898738,
304,2023-08-22,0.707384,0.6594551584419424,
305,2023-08-23,0.6881078,0.6537024804962392,
306,2023-08-24,0.68364894,0.6786218316188648,
307,2023-08-25,0.67787945,0.6615537283988826,
308,2023-08-26,0.6712058,0.6541332468174057,
309,2023-08-27,0.66544974,0.6516484683578811,
310,2023-08-28,0.66299605,0.6568339685168414,
311,2023-08-29,0.6628158,0.657654179425291,
312,2023-08-30,0.6890654,0.761117995973037,
313,2023-08-31,0.7058899,0.734088748851925,
314,2023-09-01,0.7063265,0.6469187514392085,
315,2023-09-02,0.6964689,0.6384362274778541,
316,2023-09-03,0.6869096,0.64280537515175,
317,2023-09-04,0.67929065,0.6490948618268821,
318,2023-09-05,0.6720069,0.6393313650710248,
319,2023-09-06,0.6649502,0.6373542710247135,
320,2023-09-07,0.6596481,0.6350844400377118,
321,2023-09-08,0.6614867,0.6667491855944743,
322,2023-09-09,0.6609829,0.6450964892806546,
323,2023-09-10,0.65700847,0.6444455480586648,
324,2023-09-11,0.6539508,0.6403992572816137,
325,2023-09-12,0.64678115,0.5976361497216887,
326,2023-09-13,0.65037453,0.640771401541647,
327,2023-09-14,0.6570159,0.6656702162523229,
328,2023-09-15,0.66773915,0.6851408279564903,
329,2023-09-16,0.6762973,0.6897533007528958,
330,2023-09-17,0.6818607,0.6873144490531435,
331,2023-09-18,0.6848983,0.685088304636053,
332,2023-09-19,0.69546294,0.6996085267007552,
333,2023-09-20,0.7070161,0.7282450885078986,
334,2023-09-21,0.7153575,0.7231223176159918,
335,2023-09-22,0.7155459,0.6870677635183922,
336,2023-09-23,0.7129191,0.6879917765177939,
337,2023-09-24,0.70895016,0.6880438020182622,
338,2023-09-25,0.70282483,0.667295080175589,
339,2023-09-26,0.69690216,0.6699066864290353,
340,2023-09-27,0.69098216,0.6644735049042108,
341,2023-09-28,0.6901118,0.6737973984609256,
342,2023-09-29,0.69716215,0.7164313134546263,
343,2023-09-30,0.7024291,0.7092206764360891,
344,2023-10-01,0.70539856,0.7127706089051982,
345,2023-10-02,0.72063607,0.7770948080419333,
346,2023-10-03,0.736841,0.7472366422950991,
347,2023-10-04,0.7420461,0.7421910384689487,
348,2023-10-05,0.74951965,0.7657420437846987,
349,2023-10-06,0.7549158,0.7411108244494251,
350,2023-10-07,0.7625872,0.7741663191136214,
0,2023-10-08,,,0.7625873
1,2023-10-09,,,0.63579744
2,2023-10-10,,,0.5201347
3,2023-10-11,,,0.42101657
4,2023-10-12,,,0.33740386
5,2023-10-13,,,0.26785433
6,2023-10-14,,,0.20849526
7,2023-10-15,,,0.16072755
8,2023-10-16,,,0.124215744
9,2023-10-17,,,0.09718656
10,2023-10-18,,,0.07931459
11,2023-10-19,,,0.06914909
12,2023-10-20,,,0.06340709
13,2023-10-21,,,0.061790816
14,2023-10-22,,,0.06304843
15,2023-10-23,,,0.06638962
16,2023-10-24,,,0.064330734
